GRND-026,Spacenight Compact Electric Herb Grinder USB (includes 2 glass jars),Grinders,39.99,,https://discreetsmoker.com/products/electric-herb-grinder-compact-for-flower-buds-usb-rechargeable-2pcs-1-7oz-glass-herb-chamber-ideal-for-everyday-carry
GRND-027,"Wholesale 4-Piece 63mm Metal Magnetic Herb Grinder, Concave Top",Grinders,3.95,,https://www.alibaba.com/product-detail/Wholesale-4-Piece-63mm-Metal-Magnetic_1600849320920.html
GRND-028,Custom 63mm 4-Piece Metal Grinder Black/White (Print or Engraving),Grinders,9.49,,https://customcannabismerch.com/products/metal-grinders
GRND-029,Santa Cruz Shredder Grinder - Large 4pc / 2.75in,Grinders,79.99,,https://www.headshop.com/collections/4-piece-grinders
GRND-030,Pulsar Metal Storage Herb Grinder (4pc),Grinders,29.99,,https://www.headshop.com/collections/4-piece-grinders
GRND-031,Ongrok Mini 4-Piece EZ Grinder (2.2in),Grinders,24.99,,https://www.headshop.com/collections/4-piece-grinders
GRND-032,GA Aluminum Grinder 4pc (Green),Grinders,24.99,,https://www.headshop.com/collections/4-piece-grinders
GRND-033,Ongrok Premium 4-Piece EZ Grinder,Grinders,39.99,,https://www.headshop.com/collections/4-piece-grinders
GRND-034,Pulsar Anodized Zinc Grinder 4pc / 2.2in / Chameleon,Grinders,15.99,,https://www.headshop.com/collections/4-piece-grinders
GRND-035,Birthday Cake 4pc / 2.5in Metal Grinder,Grinders,23.0,,https://www.headshop.com/collections/4-piece-grinders
GRND-036,Wacky Grinderz - 4pc / 2.2in / Assorted Designs (12pc display),Grinders,189.9,,https://www.headshop.com/collections/4-piece-grinders
GRND-037,Pulsar Artist Series Grinder 2.5in / 4pc (6pc display),Grinders,131.99,,https://www.headshop.com/collections/4-piece-grinders
GRND-038,Pulsar Artist Series Grinder with Side Art 4pc / 2.5in (6pc display),Grinders,179.9,,https://www.headshop.com/collections/4-piece-grinders
GRND-039,Cali Crusher O.G Grinder 4pc / 2.5in,Grinders,34.99,,https://www.headshop.com/collections/4-piece-grinders
GRND-040,Cali Crusher Homegrown 4pc Grinder,Grinders,102.99,,https://www.headshop.com/collections/4-piece-grinders
GRND-041,Wacky Fully Assortment 2in / 4pc / 12ct,Grinders,180.0,,https://www.headshop.com/collections/4-piece-grinders
GRND-042,4-Piece Zinc Alloy Iridescent Metal Grinder,Grinders,22.99,,https://www.headshop.com/collections/4-piece-grinders
GRND-043,4-Piece Tetris Design Zinc Alloy Metal Grinder,Grinders,19.99,,https://www.headshop.com/collections/4-piece-grinders
GRND-044,King Palm Flavored Hemp Rolling Papers - King Size (Blueberry/Mango/Tropical/Natural),Rolling,3.0,,https://kingpalm.com/products/flavored-hemp-rolling-papers-king-size
GRND-045,"RAW Pre-Rolled Cones - Classic 1 1/4 (32 packs of 6, 192 total)",Rolling,39.99,https://www.revaldistributor.com/cdn/shop/files/raw_cones.jpg?v=1773853796&width=1800,https://www.revaldistributor.com/products/raw-cone
GRND-046,Juicy Jay's 24-Pack 1 1/4 Flavored Rolling Papers Display (RPJJ),Rolling,30.0,,https://spswholesale.com/juicy-jays-rolling-papers/
GRND-047,RAW Organic Connoisseur 1 1/4 Papers + Tips 24-Pack Display,Rolling,35.0,,https://spswholesale.com/raw-organic-connoisseurs-rp323/
GRND-048,RAW Classic King Size Pre-Rolled Cones 109mm - 800ct,Rolling,112.0,,https://gamutpackaging.com/collections/cones-raw
GRND-049,RAW Classic Single Size Pre-Rolled Cones 70mm - 600ct,Rolling,111.0,,https://gamutpackaging.com/collections/cones-raw
GRND-050,RAW Classic 1 1/4 Size Pre-Rolled Cones 84mm - 1000ct,Rolling,140.0,,https://gamutpackaging.com/collections/cones-raw
GRND-051,RAW Classic 98 Special Pre-Rolled Cones 98mm - 1400ct,Rolling,199.0,,https://gamutpackaging.com/collections/cones-raw
GRND-052,RAW Classic King Size Pre-Rolled Backrolled Cones 109mm - 800ct,Rolling,125.0,,https://gamutpackaging.com/collections/cones-raw
GRND-053,RAW Black Classic King Size Pre-Rolled Cones 109mm - 1400ct,Rolling,214.0,,https://gamutpackaging.com/collections/cones-raw
GRND-054,Custom King Size Rolling Papers (branded booklets),Rolling,0.74,,https://cannabispromotions.com/product/full-custom-rolling-papers-king-size-4c/
GRND-055,Custom Pre-Rolled Cones with Printed Papers (bulk),Rolling,0.28,,https://cannabispromotions.com/product/pre-rolled-cones-full-custom/
GRND-056,Custom Pre-Rolled Cones King Size 109mm (bulk),Rolling,0.22,,https://cannabispromotions.com/product/pre-rolled-cones-king-size-109mm/
GRND-057,TRE House Metal Rolling Tray - Black (small/medium/large),Rolling,9.99,,https://trehouse.com/products/metal-rolling-tray-black
GRND-058,Custom Metal Rolling Tray with Magnetic Lid - Medium (10.5in x 6in),Rolling,7.29,,https://cannabispromotions.com/product/custom-metal-rolling-tray-medium-quick-print-magnetic-lid
GRND-059,Custom Metal Rolling Tray with Magnetic Lid - Small,Rolling,5.79,,https://cannabispromotions.com/product/small-custom-printed-metal-rolling-tray-quick-print-magnetic-lid/
GRND-060,Custom Aluminum Rolling Tray 11x7in / 13x9in (Qstomize),Rolling,11.0,,https://www.qstomize.com/products/metal-rolling-tray
GRND-061,Custom Photo Rolling Tray (polymer 8in x 5in),Rolling,39.99,,https://myrollingtray.com/collections/custom-rolling-trays
GRND-062,8.0mm Manual Hand-Crank Cigarette Rolling Machine (alloy + ABS),Rolling,69.99,,https://www.lookah.com/joint-rolling-machines/8.0m-hand-cranked-cigarette-rolling-machine.html
GRND-063,Cigarette Roller Machine - Hand Crank - TK1,Rolling,40.0,,https://sweetsoutherntrading.com/cigarette-roller-machine
GRND-064,Rozy King Size Pink Rolling Papers,Rolling,1.75,,https://smokea.com/products/rozy-king-size-pink-rolling-papers
GRND-065,Vibes King Size Slim Organic Hemp Rolling Papers,Rolling,2.5,,https://smokea.com/products/vibes-king-size-slim-organic-hemp-rolling-papers
GRND-066,Dogg lbs King Size Slim Blue Paisley Rolling Papers,Rolling,2.99,,https://smokea.com/products/dogg-lbs-king-size-blue-paisley-rolling-papers
GRND-067,Zig-Zag Organic Hemp King Slim Rolling Papers,Rolling,2.49,,https://smokea.com/products/zig-zag-organic-hemp-king-size-slim-rolling-papers
GRND-068,Vibes King Size Slim Hemp Rolling Papers,Rolling,2.5,,https://smokea.com/products/vibes-king-size-slim-hemp-rolling-papers
GRND-069,Tyson 2.0 x Futurola King Size Slim Rolling Papers w/ Tips,Rolling,4.25,,https://smokea.com/products/futurola-x-tyson-ranch-2-0-king-size-slim-rolling-papers-w-tips
GRND-070,TRE House King Size Slim Premium Unbleached Rolling Papers,Rolling,1.64,,https://smokea.com/products/tre-house-king-size-slim-premium-unbleached-rolling-papers
GRND-071,Zig-Zag Unbleached King Size Slim Rolling Papers,Rolling,2.49,,https://smokea.com/products/zig-zag-unbleached-king-size-slim-rolling-papers
GRND-072,TRE House King Size Slim Premium Unbleached Rolling Papers Kit,Rolling,3.99,,https://smokea.com/products/tre-house-king-size-slim-premium-unbleached-rolling-papers-kit
GRND-073,TRE House King Size Slim Premium Ultra Thin Rolling Papers,Rolling,1.64,,https://smokea.com/products/tre-house-king-size-slim-premium-ultra-thin-rolling-papers
GRND-074,TRE House King Size Slim Premium Ultra Thin Rolling Papers Kit,Rolling,3.99,,https://smokea.com/products/tre-house-king-size-slim-premium-ultra-thin-rolling-papers-kit
GRND-075,Vibes King Size Slim Rice Rolling Papers,Rolling,2.5,,https://smokea.com/products/vibes-king-size-slim-rice-rolling-papers
GRND-076,Vibes King Size Slim Ultra Thin Rolling Papers,Rolling,2.5,,https://smokea.com/products/vibes-king-size-slim-ultra-thin-rolling-papers
GRND-077,RAW King Size Slim Organic Hemp Rolling Papers 32ct (Pack of 4),Rolling,6.99,,https://www.amazon.com/King-Organic-Rolling-Papers-packs/dp/B002878DNO
GRND-078,Elements King Size Ultra Thin Rice Rolling Paper - 50 Count,Rolling,64.75,,https://highlifegoods.com/collections/rolling-paper
GRND-079,KUSH Hemp Rolling Paper - 50 Count,Rolling,39.0,,https://highlifegoods.com/collections/rolling-paper
GRND-080,Pop Papers + Tips King Size - Various Flavors 24 Pack,Rolling,59.0,,https://highlifegoods.com/collections/rolling-paper
GRND-081,Blazy Susan Pink Rolling Papers 1 1/4 - 50 Pack,Rolling,46.8,,https://highlifegoods.com/collections/rolling-paper
GRND-082,3in California Stash Jar w/ Silicone Lid - 1oz,Storage,9.99,https://highlifegoods.com/cdn/shop/files/70-30112HLG_8cad750e-dea1-409c-ab8f-01a298465c4f_1024x.jpg?v=1766011309,https://highlifegoods.com/products/1oz-glass-jar-silicone-lid-small-ca-welcome
GRND-083,Wooden Tobacco/Herb Storage Box Stash Case (handmade),Storage,62.93,,https://www.dhgate.com/product/wooden-tobacco-herb-storage-box-stash-case/1046145469.html
GRND-084,3-Pack Silicone Jar (small airtight stash),Storage,4.99,,https://dailyhighclub.com/collections/clean-store
GRND-085,Bluntman & Chronic Stash Jar (Jay and Silent Bob),Storage,13.99,,https://dailyhighclub.com/collections/clean-store
GRND-086,Buddy Christ Stash Jar (Jay and Silent Bob),Storage,13.99,,https://dailyhighclub.com/collections/clean-store
GRND-087,15 Bucks Stash Jar (Jay and Silent Bob),Storage,13.99,,https://dailyhighclub.com/collections/clean-store
GRND-088,RAW Reserva Air Tight Stash (smell-proof drawstring pouch),Storage,12.99,,https://dailyhighclub.com/collections/clean-store
GRND-089,Cloudious9 Stash9 Mini Tabletop Storage,Storage,16.0,,https://dailyhighclub.com/collections/clean-store
GRND-090,Famous X Zodiac Extract 32mm Silicone Containers - Assorted,Storage,1.49,,https://dailyhighclub.com/collections/clean-store
GRND-091,Travel Herb Grinder & Stash Jar 2-in-1,Storage,5.99,,https://dailyhighclub.com/collections/clean-store
GRND-092,Famous Design Black Glass Stash Jar,Storage,7.99,,https://dailyhighclub.com/collections/clean-store
GRND-093,BULLDOG Smell Proof Bag and Session Kit,Storage,79.9,,https://www.headshop.com/collections/4-piece-grinders
GRND-094,Covered Car Ashtray with LED Light (ABS + stainless steel),Accessories,25.59,https://ashtrayplanet.com/cdn/shop/files/covered-car-ashtray-with-led-light-01_1024x1024@2x.jpg?v=1714373747,https://ashtrayplanet.com/products/covered-car-ashtray-with-led-light
GRND-095,Debowler Ashtray with Cleaning Spike,Accessories,17.99,,https://dailyhighclub.com/collections/clean-store
GRND-096,Neonetics Tiki Bar Neon Sign (hand-blown),Accessories,299.95,,https://barsupplies.com/products/neon-sign-tiki-bar
GRND-097,Neonetics Candle Neon Sign (hand-blown),Accessories,109.95,,https://barsupplies.com/products/neon-sign-candle
GRND-098,New Electric Lighter Metal Windproof Pulse Flameless Plasma USB Rechargeable,Accessories,0.97,,https://www.dhgate.com/product/new-electric-lighter-metal-windproof-pulse/878812260.html
GRND-099,Custom USB Plasma Arc Lighter (full-color logo),Accessories,12.99,,https://cannabispromotions.com/product/custom-usb-plasma-arc-lighter/
GRND-100,Gmogad USB Rechargeable Plasma Lighter - Gradient Color LED,Accessories,6.01,,https://www.walmart.com/ip/Gmogad-USB-Rechargeable-Lighter-Windproof-Flameless-Plasma-Lighter-Electric-Arc-Lighter-Cigarettes-Candles-Camping-Hiking-BBQ-Outdoor-Survival-Gear-M/16493717425
GRND-101,Asstray Ceramic Novelty Ashtray,Accessories,6.39,,https://waterbedsnstuff.com/asstray-ceramic-ashtray
GRND-102,Custom Dabit Card 3-Piece (dab tool card),Accessories,8.49,,https://cannabispromotions.com/product/custom-dabit-card/
GRND-103,FLKR Clipper Lighter Holder Spinner,Accessories,20.0,,https://dailyhighclub.com/collections/clean-store
GRND-104,Formula 420 Cleaning Plugs (silicone),Accessories,14.99,,https://dailyhighclub.com/collections/clean-store
GRND-105,SnowTree Grinder Cleaning Solution,Accessories,7.99,,https://dailyhighclub.com/collections/clean-store
sku,name,category,base_price,image_url,listing_url
TORCH-001,2 In 1 Torch Flame Lighter Gas Insert for 902 902s Metal Refillable Butane Windproof Lighter Replacement,Accessories,6.32,,https://www.dhgate.com/product/2-in-1-torch-flame-lighter-gas-insert-for/1108883934.html
TORCH-002,2027 Fuel Lighter Gas Insert For 902 902s 912 912s Windproof Oil Tank 8 Windproof Holes Upgrade Sharp Fire Wheel Insert,Accessories,7.34,,https://www.dhgate.com/product/2027-fuel-lighter-gas-insert-for-902-902s/1109535849.html
TORCH-003,Butane Adapter With Bracket Outdoor Gas Conversion Joint Camping Stove Screw Output Nozzle,Accessories,16.67,,https://www.dhgate.com/goods/1073992783.html
TORCH-004,Butane Refill Camping Canister Gas Saver Fuel Transfer Adapter Refilling Connector,Accessories,9.81,,https://www.dhgate.com/product/butane-refill-camping-canister-gas-saver/1110553915.html
TORCH-005,Copper Nozzle Butane Refill Adapter Gas Fill Inflatable Head for Dupont L1/L2/LD Lighter Replacement Part,Accessories,4.67,,https://www.dhgate.com/goods/993313997.html
TORCH-006,Lighter Insert New Compatible With Lighters Accessories Gas/Arc Options Stainless Steel Insert Lighters Smoking Gifts,Accessories,5.18,,https://www.dhgate.com/product/lighter-insert-new-cpatible-with-lighters/1108870389.html
TORCH-007,"Premium Zorro Kerosene Lighter Inner Insert Parts - Genuine Brass & Steel, Gas/Oil Flint Grinding Wheel, for 912 915 902 Cigarette Lighters",Accessories,7.83,,https://www.dhgate.com/goods/999332024.html
TORCH-008,2025 Windproof Electronic Arc Metal Flameless USB Touch Sensor Cigarette Outdoor Portable Lighter Men's Gifts,Lighters,12.76,,https://www.dhgate.com/product/2025-windproof-electronic-arc-metal-flameless/1104984305.html
TORCH-009,Digital USB Rechargeable Dual Arc Pulse Electronic Lighter with Metal Shell and Power Display,Lighters,30.37,,https://www.dhgate.com/goods/997166645.html
TORCH-010,Dual ARC USB Lighter Rechargeable Electronic Lighters LED Screen Plasma Power Display Thunder Gadgets For Man With Package,Lighters,5.1,,https://www.dhgate.com/product/dual-arc-usb-lighter-rechargeable-electronic/799899354.html
TORCH-011,"Dual Arc Lighter - USB Rechargeable Electronic Lighter with LED Display, Windproof Plasma Lighter, Cool Gadget for Men",Lighters,4.89,,https://www.dhgate.com/goods/885123778.html
TORCH-012,New Arrival Free Shipping Torch Lighter Genuine Jobon Creative USB Charged Lighter Cylindrical,Lighters,8.11,,https://www.dhgate.com/product/new-arrival-torch-lighter-genuine-jobon-creative/450441649.html
TORCH-013,Plasma Arc USB Rechargeable Windproof Flameless Lighter Metal Red 29g,Lighters,14.98,,https://www.dhgate.com/goods/928711141.html
TORCH-014,Rechargeable USB Plasma Lighter - Windproof & Flameless (Double Arc Technology),Lighters,10.82,,https://www.dhgate.com/goods/412345287.html
TORCH-015,USB Rechargeable Double Arc Electronic Lighter with Transparent Waterproof Windproof Shell for Men,Lighters,61.58,,https://www.dhgate.com/goods/993621215.html
TORCH-016,"USB Rechargeable Dual Arc Electric Lighter, 220mAh Flameless Windproof Lighter with LED Battery Indicator, Portable Igniter for Candle Camping Fireworks",Lighters,18.07,,https://www.dhgate.com/product/usb-rechargeable-dual-arc-electric-lighter/1106733894.html
TORCH-017,USB Rechargeable Dual Arc Plasma Electric Lighter with Touch Sensing Flameless Windproof Design for Candle and Cigarette,Lighters,21.13,,https://www.dhgate.com/goods/909113864.html
TORCH-018,USB Rechargeable Electric Arc Lighter Metal Windproof Plasma BBQ Igniter with LED,Lighters,5.93,,https://www.dhgate.com/goods/926269290.html
TORCH-019,USB Rechargeable Metal Arc Ignition Plasma Lighter Windproof for Cigarettes Candle BBQ,Lighters,2.78,,https://www.dhgate.com/goods/522010945.html
TORCH-020,"Ultra-Thin USB Rechargeable Lighter - Touch Sensing, Windproof, Electric Coil, Eco-Friendly, Flameless Cigarette Lighter",Lighters,6.97,,https://www.dhgate.com/goods/503146364.html
TORCH-021,Waterproof USB Rechargeable Dual ARC Plasma Electric Lighter with Transparent Metal and Acrylic Shell Windproof Design,Lighters,17.4,,https://www.dhgate.com/goods/909509103.html
TORCH-022,"Windproof Arc Lighter - Electric Lighter for Kitchen, Candles, Cigars & Cigarettes - USB Rechargeable Plasma Lighter with LED Power Display",Lighters,5.63,,https://www.dhgate.com/goods/899224376.html
TORCH-023,"Windproof Double Arc Lighter - Electric Plasma USB Rechargeable, Touch Sensing, Metal Cigar Lighter for Men",Lighters,52.69,,https://www.dhgate.com/goods/932924578.html
TORCH-024,Windproof Dual Arc Plasma Lighter - USB Rechargeable Electric Lighter with Fingerprint Touch & LED Power Display - Perfect Men's Gift,Lighters,6.97,,https://www.dhgate.com/goods/934234213.html
TORCH-025,Windproof Electric Arc Metal Smoking Lighter Plasma Flameless Rechargeable USB Cigarette Lighter LED Digital Touch Lighters Gift,Lighters,2.07,,https://www.dhgate.com/product/windproof-electric-arc-metal-smoking-lighter/1107245052.html
TORCH-026,Windproof Kitchen Electric USB Rechargeable Dual Arc Ceramic Plasma Lighter for Candle BBQ Gas Stove Camping,Lighters,25.36,,https://www.dhgate.com/goods/1083203389.html
TORCH-027,1300C Jet Flame Torch Butane Scorch Torch Chef Cooking Windproof Refillable Picnic Butane Gas Lighter Smoking Cigar Lighter,Torches,2.37,,https://www.dhgate.com/product/1300c-jet-flame-torch-butane-scorch-torch/1072506914.html
TORCH-028,"1300C Metal Melting Butane Gas Torch for Brazing, Soldering, and Welding with Adjustable Dual Flame - Micro Culinary Torch Cigarette Cigar Lighter",Torches,14.13,,https://www.dhgate.com/goods/472663994.html
TORCH-029,1300C Metal Refillable Butane Torch Lighter Mini Windproof Jet Flames Kitchen Brulee Micro Lighters Ignizer Tools Accessories No Gas 4 Colors,Torches,4.18,,https://www.dhgate.com/product/1300-c-metal-refillable-butane-torch-lighter/1105953276.html
TORCH-030,"1300c Welding Torch Lighter, Brazing Soldering Adjustable Flame Windproof Butane Gas Lighter for Kitchen",Torches,7.26,,https://www.dhgate.com/goods/402267752.html
TORCH-031,2026 Tetrane Butane Torch Refillable Kitchen Culinary Burner For Creme Brulee Gas Flame Lighter Welding And Cooking Use Free Shipping,Torches,13.16,,https://www.dhgate.com/product/2026-tetrane-butane-torch-refillable-cologne/1109581285.html
TORCH-032,2026 Torch Jet Blue Flame Refillable Butane Gas Flintstone Lighter With Punch Cigar Accessories For Cigars Free Shipping,Torches,14.9,,https://www.dhgate.com/product/2026-torch-jet-blue-flame-refillable-cologne/1108929957.html
TORCH-033,4 Pack Butane Torch Lighter Adjustable Jet Flame Windproof Straight Fire Kitchen Cooking Outdoor BBQ Refillable Gas Flame Gun,Torches,7.0,,https://www.dhgate.com/product/4-pack-butane-torch-lighter-adjustable-jet/1105582687.html
TORCH-034,4Pc/1Pc Cool Jet Torch Lighter Refillable Windproof Design With Keychain And Flame Fixed Lock Without Butane,Torches,14.15,,https://www.dhgate.com/product/4pc-1pc-cool-jet-torch-lighter-refillable/1104967208.html
TORCH-035,5 In 1 Multi-Function Straight Jet Lighter 4 Colors Metal Inflatable No Gas Cigar Punch Holder Cutter Butane Windproof Lighters Smoking Tool Accessories,Torches,18.42,,https://www.dhgate.com/product/5-in-1-multi-function-straight-jet-lighter/1106571300.html
TORCH-036,Adjustable Jet Flame Butane Torch Lighter Refillable for Culinary Soldering Brazing Welding,Torches,6.79,,https://www.dhgate.com/goods/407851257.html
TORCH-037,Big Flame Butane Scorch Torch 1300 Jet Flame Kitchen Lighter: Refillable Butane Gas Cigarette Cigar Lighter for Dabs and Creme Brulee,Torches,12.4,,https://www.dhgate.com/goods/493943787.html
TORCH-038,Blue Flame Jet Torch Butane Lighter Zinc Alloy Windproof Straight Cigarette Lighter,Torches,3.56,,https://www.dhgate.com/goods/494043770.html
TORCH-039,Butane Gas Jet Flame Lighter Metal Windproof Torch Refillable Mini Size for Cigarette Cigar,Torches,3.01,,https://www.dhgate.com/goods/941353164.html
TORCH-040,Butane Refillable Torch Lighter Metal Jet Flame Kitchen Pen Torch for Soldering,Torches,5.85,,https://www.dhgate.com/goods/433677222.html
TORCH-041,Butane Torch for Cooking Micro Jet Lighter Kitchen Tool for Creme Brulee and Food Preparation,Torches,8.14,,https://www.dhgate.com/goods/261166599.html
TORCH-042,C251016 W260202 2 In 1 Jet Flame Windproof Creative Foldable Gun Plasma Dual Arc Butane Torch Turbo Cigar Lighter Funny Men Gift,Torches,14.41,,https://www.dhgate.com/product/2-in-1-jet-flame-windproof-creative-foldable/1093998339.html
TORCH-043,"CIGARLOONG 4 In 1 Built-In Cigar Holder Needle Punch, Refillable Butane Torch Lighter Comes In Gift Box",Torches,12.87,,https://www.dhgate.com/product/cigarloong-4-in-1-built-in-cigar-holder-needle/1098861012.html
TORCH-044,CIGARLOONG Cigar Lighter Set Dragon Caving Windproof Torch Lighter with Sharp Blade Cigar Scissors Comes in Gift Box,Torches,71.85,,https://www.dhgate.com/product/cigarloong-cigar-lighter-set-dragon-caving/1086024766.html
TORCH-045,Cigar Butane Refillable Triple Jet Torch Lighter Windproof Adjustable Flame Lighter Men Cigarette Accessories Gifts Fast Shipping,Torches,20.22,,https://www.dhgate.com/product/cigar-butane-refillable-triple-jet-torch/1106077854.html
TORCH-046,Cooking Butane Torch Refillable Kitchen Tetrane Culinary Burner Creme Brulee Blowtorch Welding Gas Flame Torch Lighter,Torches,7.59,,https://www.dhgate.com/product/cooking-butane-torch-refillable-kitchen-tetrane/547631983.html
TORCH-047,Double Flame Windproof Triple Jet Flame Torch Cigar Lighter Refillable Butane Cigarette Lighters NO Gas For Smoking Pipe Tools,Torches,3.1,,https://www.dhgate.com/product/double-flame-windproof-triple-jet-flame-torch/1108496205.html
TORCH-048,Double Flame Windproof Triple Jet Flame Torch Cigar Lighter Refillable Butane Cigarette Lighters NO Gas For Smoking Pipe Tools (Honorsmoke),Torches,3.28,,https://www.dhgate.com/product/double-flame-windproof-triple-jet-flame-torch/1108496064.html
TORCH-049,Four Torch Lighter w/Cigar Punch Windproof 4 Jet Cigarette Windproof Inflatable Gas Butane Lighters 3 Colors to Choose,Torches,8.97,,https://www.dhgate.com/product/four-torch-lighter-w-cigar-punch-windproof/1086163972.html
TORCH-050,Gas JOBON Metal Butane Lighter Outdoor Windproof Blue Flame Torch Turbo Jet Cigar BBQ Jewelry Baking Welding Home Smoking Tools,Torches,5.88,,https://www.dhgate.com/product/gas-jobon-metal-butane-lighter-outdoor-windproof/1108991361.html
TORCH-051,HONEST Dual Jet Flame Refillable Lighter for Cigars Premium Windproof Business Gift for Men Elegant Metal Cigar Accessory,Torches,6.85,,https://www.dhgate.com/product/honest-dual-jet-flame-refillable-lighter/1108992528.html
TORCH-052,High Quality Windproof Jet Flame Torch Lighter Pistol Shape Refillable Butane Gas Cigarette Cigar Lighter Smoking Pipe Tools,Torches,4.73,,https://www.dhgate.com/product/high-quality-windproof-jet-flame-torch-lighter/777162132.html
TORCH-053,Honest Cigar With Punch Cutter Butane Refillable Double Jet Flame Torch Windproof Metal Stylish Lighter for Men,Torches,17.46,,https://www.dhgate.com/product/honest-cigar-with-punch-cutter-butane-refillable/1094358518.html
TORCH-054,"Hot Kitchen Torch: 1300C Butane Scorch Torch with Welding Jet Flame, Giant Heavy Duty Refillable Micro Culinary Lighter, Self-Igniting",Torches,8.51,,https://www.dhgate.com/goods/261212791.html
TORCH-055,JOBON Jet Flame Torch Lighter Metal Windproof Butane Gas Cigarette Lighter,Torches,25.45,,https://www.dhgate.com/goods/899227074.html
TORCH-056,JOBON Metal Outdoor Windproof Butane Gas Lighter Turbine Torch Blue Flame Strong Fire Pistol Kitchen BBQ Baking Camping Tools (NO GAS),Torches,9.89,,https://www.dhgate.com/product/jobon-metal-outdoor-windproof-butane-gas/1110207053.html
TORCH-057,JOBON Zinc Alloy Strong Firepower Three Jet Flame Lighter Bottom Cigar Diamond Outdoor Portable Butane Gas Torch Lighters,Torches,12.49,,https://www.dhgate.com/product/jobon-zinc-alloy-strong-firepower-three-jet/1098693745.html
